20.26	0.40
20.77	0.40
21.28	0.40
21.79	0.40
22.30	0.40
22.81	0.40
23.32	0.40
23.72	0.40
23.97	0.41
24.33	0.42
24.69	0.42
24.76	0.41
24.88	0.41
25.09	0.40
27.33	0.40
28.06	0.45
28.15	0.49
28.15	0.48
28.43	0.60
28.49	0.58
28.50	0.59
28.50	0.59
28.52	0.58
28.75	0.43
28.77	0.42
28.86	0.41
29.20	0.40
29.61	0.40
30.45	0.43
30.61	0.42
30.83	0.41
31.04	0.41
31.26	0.41
31.44	0.45
31.47	0.46
31.48	0.47
31.49	0.48
31.71	0.53
31.82	0.52
31.96	0.45
31.98	0.44
31.98	0.43
31.99	0.42
32.00	0.43
32.07	0.41
32.19	0.41
32.52	0.40
33.15	0.40
33.67	0.40
34.02	0.41
34.09	0.41
34.47	0.44
34.63	0.44
34.74	0.43
34.77	0.42
34.94	0.41
35.13	0.41
35.54	0.43
35.55	0.42
35.89	0.41
36.33	0.40
36.83	0.40
37.44	0.40
37.95	0.40
38.25	0.40
38.78	0.41
39.06	0.40
39.88	0.40
40.39	0.40
40.71	0.41
40.97	0.42
41.08	0.42
41.41	0.41
41.79	0.40
42.04	0.40
42.69	0.40
43.20	0.40
43.71	0.40
44.22	0.40
44.64	0.40
45.03	0.41
45.08	0.40
45.49	0.40
45.75	0.41
45.93	0.40
46.12	0.40
47.16	0.40
47.65	0.40
48.17	0.40
48.51	0.40
49.49	0.43
49.63	0.43
49.75	0.42
49.81	0.41
49.86	0.41
50.21	0.45
50.37	0.46
50.77	0.43
50.92	0.43
51.00	0.42
51.36	0.41
51.67	0.40
52.46	0.40
53.17	0.40
53.60	0.40
54.37	0.42
54.50	0.42
54.68	0.41
55.04	0.40
55.27	0.41
55.64	0.43
55.69	0.43
56.11	0.42
56.25	0.41
56.41	0.41
56.73	0.40
57.43	0.41
57.70	0.41
58.02	0.41
58.36	0.41
58.82	0.40
59.36	0.40
59.64	0.40
60.10	0.42
60.21	0.43
60.47	0.42
60.57	0.41
60.86	0.40
61.24	0.40
61.63	0.41
62.16	0.41
62.17	0.41
62.64	0.40
63.07	0.42
63.41	0.40
64.56	0.40
65.93	0.41
66.23	0.40
66.60	0.40
67.11	0.40
67.62	0.40
68.13	0.40
68.57	0.40
69.16	0.40
69.69	0.40
70.18	0.40
70.62	0.40
71.49	0.41
71.99	0.40
72.50	0.40
73.01	0.40
73.52	0.40
74.03	0.40
74.43	0.40
75.12	0.40
75.52	0.40
75.94	0.40
76.45	0.40
76.96	0.40
77.47	0.40
77.98	0.40
78.42	0.40
79.18	0.40
79.65	0.40
80.16	0.40
80.67	0.40
81.18	0.40
81.71	0.40
82.21	0.40
82.72	0.40
83.23	0.40
83.73	0.40
84.25	0.40
84.76	0.40
85.04	0.40
